"","ID","kmeans","HAC","DT"
"379",379,"No","No","Yes"
"380",380,"Yes","Yes","Yes"
"381",381,"No","Yes","Yes"
"382",382,"No","Yes","No"
"383",383,"Yes","Yes","Yes"
"384",384,"Yes","Yes","No"
"385",385,"Yes","Yes","Yes"
"386",386,"Yes","Yes","No"
"387",387,"No","Yes","Yes"
"388",388,"No","Yes","Yes"
"389",389,"No","Yes","No"
"390",390,"No","Yes","Yes"
"391",391,"Yes","Yes","Yes"
"392",392,"Yes","Yes","No"
"393",393,"No","Yes","Yes"
"394",394,"Yes","No","No"
"395",395,"No","Yes","Yes"
"396",396,"No","Yes","Yes"
"397",397,"Yes","Yes","No"
"398",398,"Yes","Yes","No"
"399",399,"Yes","Yes","No"
"400",400,"No","Yes","Yes"
"401",401,"No","Yes","No"
"402",402,"No","Yes","No"
"403",403,"No","Yes","Yes"
"404",404,"No","Yes","No"
"405",405,"No","Yes","Yes"
"406",406,"Yes","No","No"
"407",407,"No","Yes","No"
"408",408,"No","Yes","Yes"
"409",409,"Yes","No","No"
"410",410,"No","Yes","Yes"
"411",411,"Yes","Yes","Yes"
"412",412,"No","Yes","Yes"
"413",413,"No","Yes","Yes"
"414",414,"No","Yes","No"
"415",415,"No","Yes","No"
"416",416,"Yes","Yes","Yes"
"417",417,"Yes","No","No"
"418",418,"Yes","Yes","No"
"419",419,"No","Yes","Yes"
"420",420,"Yes","No","No"
"421",421,"No","Yes","Yes"
"422",422,"Yes","Yes","Yes"
"423",423,"Yes","Yes","Yes"
"424",424,"Yes","No","No"
"425",425,"No","Yes","Yes"
"426",426,"No","Yes","No"
"427",427,"Yes","Yes","No"
"428",428,"Yes","No","No"
"429",429,"No","Yes","No"
"430",430,"Yes","No","No"
"431",431,"Yes","No","No"
"432",432,"Yes","Yes","No"
"433",433,"Yes","Yes","Yes"
"434",434,"Yes","Yes","No"
"435",435,"Yes","No","No"
"436",436,"Yes","Yes","No"
"437",437,"Yes","Yes","No"
"438",438,"Yes","Yes","No"
"439",439,"No","Yes","Yes"
"440",440,"Yes","Yes","No"
"441",441,"Yes","Yes","Yes"
"442",442,"Yes","Yes","No"
"443",443,"No","Yes","Yes"
"444",444,"No","Yes","Yes"
"445",445,"No","Yes","Yes"
"446",446,"No","Yes","No"
"447",447,"Yes","Yes","No"
"448",448,"Yes","Yes","No"
"449",449,"Yes","No","No"
"450",450,"No","Yes","No"
"451",451,"Yes","No","No"
"452",452,"No","Yes","Yes"
"453",453,"No","Yes","No"
"454",454,"No","Yes","Yes"
"455",455,"No","Yes","Yes"
"456",456,"Yes","Yes","No"
"457",457,"Yes","Yes","No"
"458",458,"Yes","Yes","No"
"459",459,"Yes","Yes","Yes"
"460",460,"No","Yes","Yes"
"461",461,"Yes","No","No"
"462",462,"No","Yes","Yes"
"463",463,"No","Yes","Yes"
"464",464,"No","Yes","Yes"
"465",465,"No","Yes","Yes"
"466",466,"No","Yes","Yes"
"467",467,"No","Yes","Yes"
"468",468,"No","Yes","Yes"
"469",469,"No","Yes","Yes"
"470",470,"Yes","Yes","No"
"471",471,"Yes","Yes","Yes"
"472",472,"Yes","Yes","Yes"
"473",473,"No","Yes","Yes"
"474",474,"No","Yes","Yes"
"475",475,"Yes","No","No"
"476",476,"No","Yes","No"
"477",477,"No","Yes","No"
"478",478,"Yes","No","No"
"479",479,"No","Yes","Yes"
"480",480,"Yes","No","No"
"481",481,"Yes","Yes","No"
"482",482,"Yes","Yes","No"
"483",483,"No","Yes","Yes"
"484",484,"Yes","Yes","No"
"485",485,"Yes","Yes","No"
"486",486,"No","Yes","Yes"
"487",487,"No","Yes","Yes"
"488",488,"Yes","Yes","No"
"489",489,"Yes","Yes","No"
"490",490,"No","Yes","Yes"
"491",491,"No","Yes","Yes"
"492",492,"No","Yes","Yes"
"493",493,"Yes","Yes","No"
"494",494,"Yes","Yes","No"
"495",495,"No","Yes","Yes"
"496",496,"Yes","Yes","No"
"497",497,"No","Yes","Yes"
"498",498,"Yes","Yes","No"
"499",499,"No","Yes","No"
"500",500,"No","No","Yes"
"501",501,"Yes","Yes","No"
"502",502,"No","Yes","No"
"503",503,"No","Yes","No"
"504",504,"Yes","No","No"
"505",505,"No","Yes","Yes"
"506",506,"Yes","Yes","No"
"507",507,"No","Yes","Yes"
"508",508,"Yes","Yes","Yes"
"509",509,"No","Yes","Yes"
"510",510,"No","Yes","No"
"511",511,"Yes","No","No"
"512",512,"No","Yes","Yes"
"513",513,"No","Yes","Yes"
"514",514,"No","Yes","No"
"515",515,"No","Yes","No"
"516",516,"Yes","No","No"
"517",517,"No","Yes","Yes"
"518",518,"No","Yes","Yes"
"519",519,"Yes","Yes","No"
"520",520,"Yes","Yes","No"
"521",521,"Yes","Yes","No"
"522",522,"Yes","No","No"
"523",523,"Yes","Yes","No"
"524",524,"Yes","Yes","Yes"
"525",525,"Yes","No","Yes"
"526",526,"No","Yes","Yes"
"527",527,"Yes","Yes","Yes"
"528",528,"No","Yes","Yes"
"529",529,"Yes","No","No"
"530",530,"No","Yes","Yes"
"531",531,"No","Yes","No"
"532",532,"No","Yes","No"
"533",533,"Yes","Yes","No"
"534",534,"No","Yes","No"
"535",535,"No","Yes","Yes"
"536",536,"Yes","Yes","Yes"
"537",537,"No","Yes","Yes"
"538",538,"Yes","Yes","Yes"
"539",539,"Yes","Yes","Yes"
"540",540,"No","Yes","No"
"541",541,"Yes","No","Yes"
"542",542,"No","Yes","No"
"543",543,"No","Yes","No"
"544",544,"No","Yes","No"
"545",545,"No","Yes","No"
"546",546,"Yes","Yes","Yes"
"547",547,"Yes","No","Yes"
"548",548,"Yes","No","No"
"549",549,"No","Yes","Yes"
"550",550,"No","Yes","Yes"
"551",551,"Yes","Yes","No"
"552",552,"Yes","No","No"
"553",553,"No","Yes","No"
"554",554,"No","Yes","Yes"
"555",555,"No","Yes","Yes"
"556",556,"No","Yes","No"
"557",557,"No","Yes","Yes"
"558",558,"No","Yes","No"
"559",559,"No","Yes","No"
"560",560,"No","Yes","Yes"
"561",561,"No","Yes","Yes"
"562",562,"No","Yes","No"
"563",563,"No","Yes","Yes"
"564",564,"Yes","Yes","Yes"
"565",565,"No","Yes","Yes"
"566",566,"No","Yes","No"
"567",567,"No","Yes","Yes"
"568",568,"No","Yes","Yes"
"569",569,"Yes","No","No"
"570",570,"Yes","No","No"
"571",571,"Yes","Yes","Yes"
"572",572,"Yes","No","No"
"573",573,"No","Yes","No"
"574",574,"No","Yes","Yes"
"575",575,"Yes","Yes","No"
"576",576,"No","Yes","Yes"
"577",577,"No","Yes","Yes"
"578",578,"No","Yes","Yes"
"579",579,"Yes","Yes","Yes"
"580",580,"Yes","Yes","No"
"581",581,"No","Yes","Yes"
"582",582,"No","Yes","No"
"583",583,"Yes","Yes","No"
"584",584,"No","Yes","Yes"
"585",585,"No","Yes","Yes"
"586",586,"No","Yes","Yes"
"587",587,"No","Yes","Yes"
"588",588,"No","Yes","Yes"
"589",589,"Yes","Yes","No"
"590",590,"No","Yes","Yes"
"591",591,"No","Yes","Yes"
"592",592,"No","Yes","No"
"593",593,"No","Yes","Yes"
"594",594,"No","Yes","Yes"
"595",595,"No","Yes","Yes"
"596",596,"No","Yes","Yes"
"597",597,"No","Yes","No"
"598",598,"Yes","Yes","No"
"599",599,"No","Yes","Yes"
"600",600,"Yes","Yes","No"
"601",601,"No","Yes","Yes"
"602",602,"No","Yes","No"
"603",603,"No","Yes","No"
"604",604,"Yes","Yes","No"
"605",605,"Yes","Yes","No"
"606",606,"Yes","No","No"
"607",607,"No","Yes","No"
"608",608,"No","Yes","No"
"609",609,"Yes","No","No"
"610",610,"No","Yes","Yes"
"611",611,"Yes","Yes","No"
"612",612,"No","Yes","Yes"
"613",613,"Yes","Yes","No"
"614",614,"No","Yes","Yes"
"615",615,"No","Yes","Yes"
"616",616,"Yes","Yes","Yes"
"617",617,"Yes","Yes","No"
"618",618,"Yes","No","No"
"619",619,"No","Yes","No"
"620",620,"No","Yes","No"
"621",621,"No","Yes","No"
"622",622,"No","Yes","No"
"623",623,"Yes","Yes","No"
"624",624,"No","Yes","Yes"
"625",625,"No","Yes","Yes"
"626",626,"No","Yes","No"
"627",627,"Yes","Yes","No"
"628",628,"No","Yes","Yes"
"629",629,"Yes","Yes","Yes"
"630",630,"No","Yes","Yes"
"631",631,"No","Yes","Yes"
"632",632,"No","Yes","No"
"633",633,"Yes","Yes","No"
"634",634,"Yes","Yes","Yes"
"635",635,"No","Yes","No"
"636",636,"No","Yes","No"
"637",637,"Yes","Yes","No"
"638",638,"Yes","Yes","Yes"
"639",639,"Yes","Yes","No"
"640",640,"Yes","Yes","Yes"
"641",641,"No","Yes","No"
"642",642,"Yes","Yes","No"
"643",643,"Yes","Yes","Yes"
"644",644,"No","Yes","No"
"645",645,"Yes","Yes","No"
"646",646,"Yes","Yes","Yes"
"647",647,"No","Yes","No"
"648",648,"Yes","Yes","Yes"
"649",649,"No","Yes","Yes"
"650",650,"No","Yes","No"
"651",651,"No","Yes","No"
"652",652,"Yes","No","No"
"653",653,"Yes","No","No"
"654",654,"No","Yes","No"
"655",655,"No","Yes","No"
"656",656,"No","Yes","No"
"657",657,"Yes","Yes","No"
"658",658,"Yes","Yes","No"
"659",659,"Yes","Yes","No"
"660",660,"No","Yes","Yes"
"661",661,"No","Yes","Yes"
"662",662,"No","Yes","Yes"
"663",663,"Yes","Yes","No"
"664",664,"Yes","Yes","Yes"
"665",665,"No","Yes","Yes"
"666",666,"Yes","Yes","No"
"667",667,"Yes","Yes","No"
"668",668,"Yes","Yes","No"
"669",669,"No","Yes","Yes"
"670",670,"No","Yes","No"
"671",671,"No","Yes","No"
"672",672,"Yes","No","No"
"673",673,"Yes","Yes","Yes"
"674",674,"No","Yes","Yes"
"675",675,"No","Yes","No"
"676",676,"Yes","No","No"
"677",677,"No","Yes","No"
"678",678,"No","Yes","No"
"679",679,"No","Yes","Yes"
"680",680,"Yes","Yes","No"
"681",681,"No","Yes","Yes"
"682",682,"Yes","Yes","No"
"683",683,"No","Yes","Yes"
"684",684,"No","Yes","Yes"
"685",685,"No","Yes","No"
"686",686,"No","Yes","Yes"
"687",687,"No","Yes","Yes"
"688",688,"Yes","Yes","No"
"689",689,"Yes","Yes","Yes"
"690",690,"Yes","No","No"
"691",691,"No","Yes","Yes"
"692",692,"No","Yes","Yes"
"693",693,"Yes","Yes","Yes"
"694",694,"No","Yes","Yes"
"695",695,"Yes","Yes","No"
"696",696,"No","Yes","No"
"697",697,"Yes","No","No"
"698",698,"No","Yes","Yes"
"699",699,"Yes","Yes","No"
"700",700,"No","Yes","No"
"701",701,"No","Yes","No"
"702",702,"Yes","Yes","No"
"703",703,"No","Yes","No"
"704",704,"No","Yes","Yes"
"705",705,"Yes","Yes","Yes"
"706",706,"No","Yes","No"
"707",707,"No","Yes","Yes"
"708",708,"No","Yes","Yes"
"709",709,"Yes","Yes","No"
"710",710,"No","Yes","No"
"711",711,"Yes","No","Yes"
"712",712,"Yes","Yes","No"
"713",713,"No","Yes","No"
"714",714,"Yes","Yes","No"
"715",715,"No","Yes","Yes"
"716",716,"Yes","No","No"
"717",717,"No","Yes","Yes"
"718",718,"No","Yes","No"
"719",719,"No","Yes","Yes"
"720",720,"No","Yes","Yes"
"721",721,"Yes","Yes","No"
"722",722,"No","Yes","No"
"723",723,"Yes","No","No"
"724",724,"No","Yes","No"
"725",725,"Yes","No","No"
"726",726,"No","Yes","No"
"727",727,"No","Yes","No"
"728",728,"Yes","No","No"
"729",729,"No","Yes","Yes"
"730",730,"No","Yes","Yes"
"731",731,"No","Yes","Yes"
"732",732,"Yes","Yes","No"
"733",733,"No","Yes","Yes"
"734",734,"Yes","Yes","No"
"735",735,"No","Yes","Yes"
"736",736,"Yes","No","No"
"737",737,"Yes","Yes","No"
"738",738,"Yes","No","No"
"739",739,"Yes","Yes","No"
"740",740,"Yes","No","No"
"741",741,"Yes","No","Yes"
"742",742,"Yes","No","No"
"743",743,"No","Yes","Yes"
"744",744,"Yes","Yes","No"
"745",745,"Yes","No","No"
"746",746,"Yes","Yes","No"
"747",747,"Yes","Yes","No"
"748",748,"No","Yes","Yes"
"749",749,"Yes","Yes","Yes"
"750",750,"Yes","Yes","No"
"751",751,"Yes","No","No"
"752",752,"No","Yes","No"
"753",753,"No","Yes","Yes"
"754",754,"No","Yes","Yes"
"755",755,"Yes","No","No"
"756",756,"No","Yes","No"
"757",757,"No","Yes","No"
"758",758,"Yes","No","No"
"759",759,"No","Yes","No"
"760",760,"No","Yes","Yes"
"761",761,"Yes","Yes","No"
"762",762,"No","Yes","Yes"
"763",763,"No","Yes","Yes"
"764",764,"Yes","Yes","Yes"
"765",765,"No","Yes","Yes"
"766",766,"Yes","Yes","No"
"767",767,"No","Yes","No"
"768",768,"No","Yes","Yes"
"769",769,"No","Yes","Yes"
"770",770,"Yes","Yes","No"
"771",771,"Yes","Yes","No"
"772",772,"No","Yes","Yes"
"773",773,"No","Yes","Yes"
"774",774,"No","Yes","Yes"
"775",775,"No","Yes","Yes"
"776",776,"Yes","Yes","Yes"
"777",777,"No","Yes","No"
"778",778,"No","Yes","Yes"
"779",779,"No","Yes","Yes"
"780",780,"No","Yes","No"
"781",781,"No","Yes","No"
"782",782,"Yes","Yes","Yes"
"783",783,"No","Yes","Yes"
"784",784,"Yes","Yes","Yes"
"785",785,"No","Yes","Yes"
"786",786,"Yes","No","No"
"787",787,"Yes","Yes","No"
"788",788,"Yes","Yes","No"
"789",789,"No","Yes","Yes"
"790",790,"Yes","No","No"
"791",791,"Yes","Yes","No"
"792",792,"No","Yes","Yes"
"793",793,"No","Yes","Yes"
"794",794,"No","Yes","No"
"795",795,"No","Yes","Yes"
"796",796,"No","Yes","Yes"
"797",797,"No","Yes","No"
"798",798,"No","Yes","Yes"
"799",799,"No","Yes","Yes"
"800",800,"No","Yes","Yes"
"801",801,"No","Yes","Yes"
"802",802,"Yes","No","No"
"803",803,"No","Yes","Yes"
"804",804,"No","Yes","No"
"805",805,"No","Yes","Yes"
"806",806,"No","Yes","Yes"
"807",807,"Yes","Yes","Yes"
"808",808,"No","Yes","No"
"809",809,"No","Yes","No"
"810",810,"No","Yes","No"
"811",811,"No","Yes","Yes"
"812",812,"Yes","No","No"
"813",813,"No","Yes","No"
"814",814,"No","Yes","Yes"
"815",815,"Yes","Yes","Yes"
"816",816,"No","Yes","No"
"817",817,"Yes","Yes","No"
"818",818,"No","Yes","Yes"
"819",819,"No","Yes","No"
"820",820,"No","Yes","Yes"
"821",821,"Yes","Yes","Yes"
"822",822,"Yes","No","No"
"823",823,"Yes","Yes","No"
"824",824,"No","Yes","Yes"
"825",825,"No","Yes","Yes"
"826",826,"No","Yes","Yes"
"827",827,"No","Yes","No"
"828",828,"No","Yes","Yes"
"829",829,"No","Yes","No"
"830",830,"Yes","Yes","No"
"831",831,"No","Yes","Yes"
"832",832,"No","Yes","Yes"
"833",833,"Yes","Yes","No"
"834",834,"Yes","Yes","No"
"835",835,"Yes","No","No"
"836",836,"No","Yes","No"
"837",837,"Yes","No","No"
"838",838,"No","Yes","No"
"839",839,"No","Yes","Yes"
"840",840,"Yes","Yes","Yes"
"841",841,"No","Yes","No"
"842",842,"Yes","No","No"
"843",843,"Yes","Yes","No"
